radionuclide,route_of_intake,material,fA,amad_um,time_days,whole_body,urine_24h,faeces_24h,alimentary_tract,lungs,skeleton,liver
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,860.0,4.2e-05,0.18,27.0,0.072,,4.6e-05,0.0012
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,870.0,4.3e-05,0.18,27.0,0.072,,4.6e-05,0.0012
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,880.0,4.3e-05,0.18,27.0,0.072,,4.6e-05,0.0012
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,890.0,4.3e-05,0.18,27.0,0.072,,4.6e-05,0.0012
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,900.0,4.3e-05,0.18,27.0,0.072,,4.6e-05,0.0012
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,910.0,4.3e-05,0.18,27.0,0.072,,4.7e-05,0.0012
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,920.0,4.3e-05,0.18,28.0,0.072,,4.7e-05,0.0012
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,930.0,4.3e-05,0.18,28.0,0.072,,4.7e-05,0.0012
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,940.0,4.3e-05,0.18,28.0,0.072,,4.7e-05,0.0012
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,950.0,4.3e-05,0.19,28.0,0.072,,4.7e-05,0.0012
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,960.0,4.4e-05,0.19,28.0,0.072,,4.7e-05,0.0012
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,970.0,4.4e-05,0.19,28.0,0.072,,4.7e-05,0.0012
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,980.0,4.4e-05,0.19,28.0,0.072,,4.7e-05,0.0012
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,990.0,4.4e-05,0.19,28.0,0.072,,4.8e-05,0.0012
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,1000.0,4.4e-05,0.19,29.0,0.072,,4.8e-05,0.0012
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,1010.0,4.4e-05,0.19,29.0,0.072,,4.8e-05,0.0012
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,1020.0,4.4e-05,0.19,29.0,0.072,,4.8e-05,0.0012
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,1030.0,4.4e-05,0.19,29.0,0.072,,4.8e-05,0.0012
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,1040.0,4.4e-05,0.19,29.0,0.072,,4.8e-05,0.0012
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,1050.0,4.4e-05,0.19,29.0,0.072,,4.8e-05,0.0012
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,1060.0,4.5e-05,0.19,29.0,0.072,,4.8e-05,0.0012
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,1070.0,4.5e-05,0.19,29.0,0.072,,4.8e-05,0.0012
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,1080.0,4.5e-05,0.2,29.0,0.072,,4.9e-05,0.0012
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,1090.0,4.5e-05,0.2,30.0,0.072,,4.9e-05,0.0012
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,1095.0,4.5e-05,0.2,30.0,0.072,,4.9e-05,0.0012
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,1100.0,4.5e-05,0.2,30.0,0.072,,4.9e-05,0.0012
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,1200.0,4.6e-05,0.21,31.0,0.072,,5e-05,0.0012
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,1300.0,4.7e-05,0.21,32.0,0.073,,5.1e-05,0.0012
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,1400.0,4.8e-05,0.22,33.0,0.073,,5.2e-05,0.0013
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,1500.0,4.9e-05,0.23,35.0,0.073,,5.4e-05,0.0013
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,1600.0,5e-05,0.24,36.0,0.073,,5.5e-05,0.0013
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,1700.0,5.1e-05,0.25,38.0,0.074,,5.6e-05,0.0013
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,1800.0,5.2e-05,0.26,39.0,0.074,,5.7e-05,0.0013
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,1900.0,5.3e-05,0.27,41.0,0.074,,5.8e-05,0.0014
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,2000.0,5.5e-05,0.28,42.0,0.074,,6e-05,0.0014
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,2100.0,5.6e-05,0.29,44.0,0.075,,6.1e-05,0.0014
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,2200.0,5.7e-05,0.3,45.0,0.075,,6.2e-05,0.0014
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,2300.0,5.8e-05,0.31,47.0,0.075,,6.3e-05,0.0014
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,2400.0,5.9e-05,0.32,49.0,0.075,,6.4e-05,0.0015
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,2500.0,6e-05,0.34,51.0,0.075,,6.6e-05,0.0015
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,2600.0,6.1e-05,0.35,53.0,0.076,,6.7e-05,0.0015
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,2700.0,6.2e-05,0.36,54.0,0.076,,6.8e-05,0.0015
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,2800.0,6.3e-05,0.37,56.0,0.076,,6.9e-05,0.0016
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,2900.0,6.4e-05,0.39,58.0,0.076,,7.1e-05,0.0016
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,3000.0,6.5e-05,0.4,60.0,0.076,,7.2e-05,0.0016
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,3100.0,6.7e-05,0.42,63.0,0.077,,7.3e-05,0.0016
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,3200.0,6.8e-05,0.43,65.0,0.077,,7.4e-05,0.0017
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,3300.0,6.9e-05,0.44,67.0,0.077,,7.5e-05,0.0017
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,3400.0,7e-05,0.46,69.0,0.077,,7.7e-05,0.0017
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,3500.0,7.1e-05,0.47,71.0,0.077,,7.8e-05,0.0017
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,3600.0,7.2e-05,0.49,74.0,0.078,,7.9e-05,0.0018
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,3650.0,7.2e-05,0.5,75.0,0.078,,8e-05,0.0018
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,4000.0,7.6e-05,0.56,84.0,0.078,,8.4e-05,0.0019
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,5000.0,8.7e-05,0.74,110.0,0.08,,9.6e-05,0.0022
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,6000.0,9.7e-05,0.95,140.0,0.082,,0.00011,0.0025
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,7000.0,0.00011,1.2,180.0,0.083,,0.00012,0.0029
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,8000.0,0.00012,1.4,210.0,0.085,,0.00013,0.0033
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,9000.0,0.00013,1.6,250.0,0.087,,0.00014,0.0037
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,10000.0,0.00014,1.9,280.0,0.088,,0.00015,0.0042
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,11000.0,0.00015,2.1,,0.09,,0.00016,0.0047
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,12000.0,0.00016,2.3,,0.092,,0.00017,0.0053
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,13000.0,0.00017,2.6,,0.094,,0.00019,0.0058
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,14000.0,0.00018,2.8,,0.095,,0.0002,0.0064
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,15000.0,0.00019,3.1,,0.097,,0.00021,0.0069
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,16000.0,0.0002,3.3,,0.099,,0.00023,0.0075
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,17000.0,0.00021,3.6,,0.1,,0.00024,0.008
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,18000.0,0.00023,3.9,,0.1,,0.00026,0.0086
U-238,Ingestion,"Soluble forms, fA=2E-2",2E-2,,18250.0,0.00023,4.0,,0.1,,0.00026,0.0087
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,0.041667,2.6e-06,,,2.6e-06,,0.36,0.41
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,0.083333,1.3e-06,,,1.3e-06,,0.05,0.08
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,0.125,8.6e-07,,,8.6e-07,,0.017,0.036
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,0.25,4.3e-07,,,4.3e-07,,0.0033,0.012
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,0.375,2.9e-07,,,2.9e-07,,0.0015,0.0076
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,0.5,2.2e-07,,,2.2e-07,,0.00092,0.0059
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,0.625,1.8e-07,,,1.8e-07,,0.00065,0.0049
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,0.75,1.6e-07,,,1.6e-07,,0.00051,0.0042
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,0.875,1.5e-07,,,1.5e-07,,0.00041,0.0037
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,1.0,1.4e-07,2.5e-06,1.4e-08,1.4e-07,,0.00035,0.0033
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,1.125,1.3e-07,,,1.3e-07,,0.00031,0.003
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,1.25,1.3e-07,,,1.3e-07,,0.00027,0.0027
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,1.375,1.3e-07,,,1.3e-07,,0.00025,0.0025
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,1.5,1.4e-07,,,1.4e-07,,0.00022,0.0023
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,1.625,1.4e-07,,,1.4e-07,,0.00021,0.0021
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,1.75,1.5e-07,,,1.5e-07,,0.00019,0.002
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,1.875,1.6e-07,,,1.6e-07,,0.00018,0.0018
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,2.0,1.8e-07,4.3e-05,6.5e-09,1.8e-07,,0.00017,0.0017
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,2.25,2.1e-07,,,2.1e-07,,0.00015,0.0015
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,2.5,2.6e-07,,,2.6e-07,,0.00013,0.0014
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,2.75,3.3e-07,,,3.3e-07,,0.00012,0.0013
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,3.0,4.3e-07,8.3e-05,1.4e-08,4.3e-07,,0.00011,0.0012
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,3.25,5.6e-07,,,5.7e-07,,0.0001,0.0011
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,3.5,7.5e-07,,,7.6e-07,,9.6e-05,0.001
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,3.75,1e-06,,,1e-06,,9e-05,0.00097
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,4.0,1.4e-06,9.3e-05,4.6e-08,1.4e-06,,8.5e-05,0.00092
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,4.25,1.9e-06,,,2e-06,,8e-05,0.00087
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,4.5,2.6e-06,,,2.8e-06,,7.6e-05,0.00083
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,4.75,3.5e-06,,,3.9e-06,,7.3e-05,0.00079
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,5.0,4.8e-06,0.0001,1.9e-07,5.6e-06,,6.9e-05,0.00076
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,5.5,8.6e-06,,,1.2e-05,,6.4e-05,0.00071
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,6.0,1.4e-05,0.00011,9.3e-07,2.5e-05,,5.9e-05,0.00066
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,6.5,1.9e-05,,,5.3e-05,,5.5e-05,0.00062
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,7.0,2.3e-05,0.00012,4.8e-06,0.00012,,5.2e-05,0.00059
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,7.5,2.5e-05,,,0.00025,,4.9e-05,0.00056
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,8.0,2.5e-05,0.00013,2.6e-05,0.00055,,4.6e-05,0.00054
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,8.5,2.5e-05,,,0.0011,,4.4e-05,0.00052
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,9.0,2.4e-05,0.00015,0.00015,0.0022,,4.2e-05,0.0005
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,9.5,2.4e-05,,,0.0037,,4e-05,0.00048
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,10.0,2.3e-05,0.00016,0.00084,0.0051,,3.9e-05,0.00047
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,11.0,2.2e-05,0.00017,0.0046,0.0068,,3.6e-05,0.00044
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,12.0,2.1e-05,0.00019,0.019,0.0072,,3.4e-05,0.00042
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,13.0,2e-05,0.00021,0.042,0.0073,,3.2e-05,0.00041
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,14.0,2e-05,0.00022,0.056,0.0074,,3.1e-05,0.00039
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,15.0,1.9e-05,0.00024,0.062,0.0074,,2.9e-05,0.00038
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,16.0,1.9e-05,0.00026,0.067,0.0074,,2.8e-05,0.00037
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,17.0,1.8e-05,0.00028,0.072,0.0075,,2.7e-05,0.00037
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,18.0,1.8e-05,0.0003,0.077,0.0076,,2.6e-05,0.00036
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,19.0,1.8e-05,0.00032,0.082,0.0076,,2.6e-05,0.00036
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,20.0,1.7e-05,0.00035,0.087,0.0077,,2.5e-05,0.00035
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,21.0,1.7e-05,0.00037,0.092,0.0078,,2.4e-05,0.00035
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,22.0,1.7e-05,0.0004,0.097,0.0079,,2.4e-05,0.00035
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,23.0,1.7e-05,0.00042,0.1,0.0079,,2.3e-05,0.00034
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,24.0,1.7e-05,0.00045,0.11,0.008,,2.3e-05,0.00034
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,25.0,1.6e-05,0.00048,0.11,0.0081,,2.2e-05,0.00034
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,26.0,1.6e-05,0.00051,0.12,0.0082,,2.2e-05,0.00034
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,27.0,1.6e-05,0.00054,0.12,0.0083,,2.2e-05,0.00034
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,28.0,1.6e-05,0.00057,0.13,0.0084,,2.1e-05,0.00034
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,29.0,1.6e-05,0.0006,0.13,0.0085,,2.1e-05,0.00034
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,30.0,1.6e-05,0.00064,0.14,0.0086,,2.1e-05,0.00034
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,31.0,1.6e-05,0.00067,0.14,0.0087,,2.1e-05,0.00034
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,32.0,1.6e-05,0.00071,0.15,0.0088,,2e-05,0.00035
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,33.0,1.6e-05,0.00074,0.15,0.0089,,2e-05,0.00035
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,34.0,1.6e-05,0.00078,0.16,0.0091,,2e-05,0.00035
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,35.0,1.6e-05,0.00082,0.16,0.0092,,2e-05,0.00035
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,36.0,1.6e-05,0.00086,0.17,0.0093,,2e-05,0.00035
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,37.0,1.6e-05,0.0009,0.17,0.0094,,2e-05,0.00036
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,38.0,1.6e-05,0.00094,0.18,0.0096,,1.9e-05,0.00036
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,39.0,1.6e-05,0.00098,0.19,0.0097,,1.9e-05,0.00036
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,40.0,1.6e-05,0.001,0.19,0.0098,,1.9e-05,0.00036
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,41.0,1.6e-05,0.0011,0.2,0.01,,1.9e-05,0.00037
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,42.0,1.6e-05,0.0011,0.2,0.01,,1.9e-05,0.00037
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,43.0,1.6e-05,0.0011,0.21,0.01,,1.9e-05,0.00037
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,44.0,1.6e-05,0.0012,0.21,0.01,,1.9e-05,0.00038
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,45.0,1.6e-05,0.0012,0.22,0.011,,1.9e-05,0.00038
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,46.0,1.6e-05,0.0013,0.22,0.011,,1.9e-05,0.00038
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,47.0,1.6e-05,0.0013,0.23,0.011,,1.9e-05,0.00039
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,48.0,1.6e-05,0.0014,0.24,0.011,,1.9e-05,0.00039
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,49.0,1.6e-05,0.0014,0.24,0.011,,1.9e-05,0.0004
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,50.0,1.6e-05,0.0015,0.25,0.011,,1.9e-05,0.0004
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,51.0,1.6e-05,0.0015,0.25,0.012,,1.9e-05,0.0004
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,52.0,1.6e-05,0.0015,0.26,0.012,,1.9e-05,0.00041
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,53.0,1.6e-05,0.0016,0.27,0.012,,1.9e-05,0.00041
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,54.0,1.6e-05,0.0016,0.27,0.012,,1.9e-05,0.00042
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,55.0,1.6e-05,0.0017,0.28,0.012,,1.9e-05,0.00042
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,56.0,1.6e-05,0.0017,0.28,0.012,,1.9e-05,0.00043
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,57.0,1.6e-05,0.0018,0.29,0.013,,1.9e-05,0.00043
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,58.0,1.6e-05,0.0018,0.3,0.013,,1.9e-05,0.00043
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,59.0,1.6e-05,0.0019,0.3,0.013,,1.9e-05,0.00044
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,60.0,1.6e-05,0.0019,0.31,0.013,,1.9e-05,0.00044
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,61.0,1.6e-05,0.002,0.32,0.013,,1.9e-05,0.00045
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,62.0,1.7e-05,0.002,0.32,0.014,,1.9e-05,0.00045
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,63.0,1.7e-05,0.0021,0.33,0.014,,1.9e-05,0.00046
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,64.0,1.7e-05,0.0021,0.34,0.014,,1.9e-05,0.00046
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,65.0,1.7e-05,0.0022,0.35,0.014,,1.9e-05,0.00047
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,66.0,1.7e-05,0.0022,0.35,0.015,,1.9e-05,0.00047
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,67.0,1.7e-05,0.0023,0.36,0.015,,1.9e-05,0.00048
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,68.0,1.7e-05,0.0023,0.37,0.015,,1.9e-05,0.00048
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,69.0,1.7e-05,0.0024,0.37,0.015,,1.9e-05,0.00049
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,70.0,1.7e-05,0.0024,0.38,0.015,,1.9e-05,0.00049
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,71.0,1.7e-05,0.0025,0.39,0.016,,1.9e-05,0.0005
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,72.0,1.7e-05,0.0025,0.4,0.016,,1.9e-05,0.0005
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,73.0,1.7e-05,0.0026,0.41,0.016,,1.9e-05,0.00051
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,74.0,1.7e-05,0.0027,0.41,0.016,,1.9e-05,0.00051
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,75.0,1.7e-05,0.0027,0.42,0.017,,1.9e-05,0.00052
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,76.0,1.7e-05,0.0028,0.43,0.017,,1.9e-05,0.00052
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,77.0,1.8e-05,0.0028,0.44,0.017,,2e-05,0.00053
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,78.0,1.8e-05,0.0029,0.45,0.017,,2e-05,0.00053
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,79.0,1.8e-05,0.003,0.46,0.018,,2e-05,0.00054
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,80.0,1.8e-05,0.003,0.46,0.018,,2e-05,0.00054
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,81.0,1.8e-05,0.0031,0.47,0.018,,2e-05,0.00055
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,82.0,1.8e-05,0.0031,0.48,0.019,,2e-05,0.00055
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,83.0,1.8e-05,0.0032,0.49,0.019,,2e-05,0.00056
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,84.0,1.8e-05,0.0033,0.5,0.019,,2e-05,0.00056
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,85.0,1.8e-05,0.0033,0.51,0.019,,2e-05,0.00057
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,86.0,1.8e-05,0.0034,0.52,0.02,,2e-05,0.00058
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,87.0,1.8e-05,0.0034,0.53,0.02,,2e-05,0.00058
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,88.0,1.9e-05,0.0035,0.54,0.02,,2e-05,0.00059
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,89.0,1.9e-05,0.0036,0.55,0.021,,2e-05,0.00059
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,90.0,1.9e-05,0.0036,0.56,0.021,,2.1e-05,0.0006
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,91.0,1.9e-05,0.0037,0.57,0.021,,2.1e-05,0.0006
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,92.0,1.9e-05,0.0038,0.58,0.021,,2.1e-05,0.00061
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,93.0,1.9e-05,0.0039,0.59,0.022,,2.1e-05,0.00061
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,94.0,1.9e-05,0.0039,0.6,0.022,,2.1e-05,0.00062
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,95.0,1.9e-05,0.004,0.61,0.022,,2.1e-05,0.00062
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,96.0,1.9e-05,0.0041,0.62,0.023,,2.1e-05,0.00063
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,97.0,1.9e-05,0.0041,0.63,0.023,,2.1e-05,0.00063
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,98.0,1.9e-05,0.0042,0.64,0.023,,2.1e-05,0.00064
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,99.0,2e-05,0.0043,0.65,0.024,,2.1e-05,0.00064
U-238,Ingestion,"Relatively insoluble forms, fA=2E-3",2E-3,,100.0,2e-05,0.0044,0.67,0.024,,2.1e-05,0.00065
