Radionuclide	U-238
Route of Intake	Ingestion
Material	Soluble forms, fA=2E-2
AMTD/AMAD, µm	-

Committed Effective Dose per Predicted Content in an Organ or Excreta Sample (Dose per Content Functions z(t)), Sv/Bq
Time, days	Whole Body (Th-234)	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract* (Th-234)	Skeleton* (Th-234)	Liver* (Th-234)
98	1.4E-4	3.0E-2	1.7E+0	1.5E-1	4.7E-3	1.6E-4	4.8E-3
99	1.4E-4	3.1E-2	1.7E+0	1.5E-1	4.7E-3	1.6E-4	4.8E-3
100	1.5E-4	3.2E-2	1.8E+0	1.5E-1	4.8E-3	1.6E-4	4.9E-3
110	1.5E-4	3.7E-2	2.0E+0	1.7E-1	5.3E-3	1.7E-4	5.3E-3
120	1.6E-4	4.3E-2	2.3E+0	2.0E-1	5.9E-3	1.8E-4	5.6E-3
130	1.7E-4	5.0E-2	2.7E+0	2.2E-1	6.5E-3	1.9E-4	6.0E-3
140	1.8E-4	5.8E-2	3.1E+0	2.5E-1	7.3E-3	2.0E-4	6.3E-3
150	1.9E-4	6.7E-2	3.5E+0	2.7E-1	8.1E-3	2.1E-4	6.6E-3
160	1.9E-4	7.6E-2	4.0E+0	3.0E-1	9.1E-3	2.1E-4	6.8E-3
170	2.0E-4	8.7E-2	4.5E+0	3.2E-1	1.0E-2	2.2E-4	7.0E-3
180	2.1E-4	9.8E-2	5.2E+0	3.4E-1	1.1E-2	2.3E-4	7.2E-3
190	2.2E-4	1.1E-1	5.9E+0	3.6E-1	1.3E-2	2.4E-4	7.4E-3
200	2.2E-4	1.2E-1	6.7E+0	3.8E-1	1.4E-2	2.4E-4	7.5E-3
210	2.3E-4	1.4E-1	7.5E+0	4.0E-1	1.6E-2	2.5E-4	7.6E-3
220	2.3E-4	1.6E-1	8.5E+0	4.2E-1	1.8E-2	2.6E-4	7.7E-3
230	2.4E-4	1.8E-1	9.6E+0	4.3E-1	2.0E-2	2.6E-4	7.8E-3
240	2.5E-4	1.9E-1	1.1E+1	4.5E-1	2.2E-2	2.7E-4	7.9E-3
250	2.5E-4	2.2E-1	1.2E+1	4.6E-1	2.5E-2	2.7E-4	8.0E-3
260	2.5E-4	2.4E-1	1.4E+1	4.7E-1	2.7E-2	2.8E-4	8.0E-3
270	2.6E-4	2.6E-1	1.6E+1	4.8E-1	3.1E-2	2.8E-4	8.1E-3
280	2.6E-4	2.9E-1	1.7E+1	4.9E-1	3.4E-2	2.8E-4	8.1E-3
290	2.7E-4	3.2E-1	2.0E+1	5.0E-1	3.8E-2	2.9E-4	8.1E-3
300	2.7E-4	3.5E-1	2.2E+1	5.0E-1	4.2E-2	2.9E-4	8.2E-3
310	2.7E-4	3.8E-1	2.4E+1	5.1E-1	4.7E-2	3.0E-4	8.2E-3
320	2.8E-4	4.1E-1	2.7E+1	5.1E-1	5.2E-2	3.0E-4	8.2E-3
330	2.8E-4	4.4E-1	3.0E+1	5.2E-1	5.8E-2	3.0E-4	8.3E-3
340	2.8E-4	4.8E-1	3.4E+1	5.2E-1	6.4E-2	3.0E-4	8.3E-3
350	2.8E-4	5.1E-1	3.7E+1	5.3E-1	7.1E-2	3.1E-4	8.3E-3
360	2.8E-4	5.5E-1	4.1E+1	5.3E-1	7.8E-2	3.1E-4	8.3E-3
365	2.9E-4	5.7E-1	4.3E+1	5.3E-1	8.2E-2	3.1E-4	8.3E-3
370	2.9E-4	5.9E-1	4.5E+1	5.3E-1	8.7E-2	3.1E-4	8.4E-3
380	2.9E-4	6.2E-1	5.0E+1	5.4E-1	9.6E-2	3.1E-4	8.4E-3
390	2.9E-4	6.6E-1	5.5E+1	5.4E-1	1.1E-1	3.1E-4	8.4E-3
400	2.9E-4	6.9E-1	6.0E+1	5.4E-1	1.2E-1	3.2E-4	8.4E-3
410	2.9E-4	7.3E-1	6.5E+1	5.4E-1	1.3E-1	3.2E-4	8.4E-3
420	3.0E-4	7.7E-1	7.0E+1	5.4E-1	1.4E-1	3.2E-4	8.4E-3
430	3.0E-4	8.0E-1	7.6E+1	5.5E-1	1.5E-1	3.2E-4	8.5E-3
440	3.0E-4	8.3E-1	8.2E+1	5.5E-1	1.7E-1	3.2E-4	8.5E-3
450	3.0E-4	8.7E-1	8.7E+1	5.5E-1	1.8E-1	3.2E-4	8.5E-3
460	3.0E-4	9.0E-1	9.3E+1	5.5E-1	2.0E-1	3.2E-4	8.5E-3
470	3.0E-4	9.3E-1	9.9E+1	5.5E-1	2.1E-1	3.3E-4	8.5E-3
480	3.0E-4	9.5E-1	1.1E+2	5.5E-1	2.3E-1	3.3E-4	8.5E-3
490	3.0E-4	9.8E-1	1.1E+2	5.5E-1	2.5E-1	3.3E-4	8.6E-3
500	3.0E-4	1.0E+0	1.2E+2	5.5E-1	2.7E-1	3.3E-4	8.6E-3
510	3.1E-4	1.0E+0	1.2E+2	5.5E-1	2.9E-1	3.3E-4	8.6E-3
520	3.1E-4	1.1E+0	1.3E+2	5.5E-1	3.1E-1	3.3E-4	8.6E-3
530	3.1E-4	1.1E+0	1.3E+2	5.6E-1	3.3E-1	3.3E-4	8.6E-3
540	3.1E-4	1.1E+0	1.4E+2	5.6E-1	3.5E-1	3.3E-4	8.6E-3
550	3.1E-4	1.1E+0	1.4E+2	5.6E-1	3.8E-1	3.3E-4	8.6E-3
560	3.1E-4	1.1E+0	1.5E+2	5.6E-1	4.0E-1	3.4E-4	8.7E-3
570	3.1E-4	1.1E+0	1.5E+2	5.6E-1	4.2E-1	3.4E-4	8.7E-3
580	3.1E-4	1.2E+0	1.6E+2	5.6E-1	4.4E-1	3.4E-4	8.7E-3
590	3.1E-4	1.2E+0	1.6E+2	5.6E-1	4.7E-1	3.4E-4	8.7E-3
600	3.1E-4	1.2E+0	1.6E+2	5.6E-1	4.9E-1	3.4E-4	8.7E-3
610	3.2E-4	1.2E+0	1.7E+2	5.6E-1	5.1E-1	3.4E-4	8.7E-3
620	3.2E-4	1.2E+0	1.7E+2	5.6E-1	5.3E-1	3.4E-4	8.8E-3
630	3.2E-4	1.2E+0	1.7E+2	5.6E-1	5.5E-1	3.4E-4	8.8E-3
640	3.2E-4	1.2E+0	1.8E+2	5.6E-1	5.7E-1	3.4E-4	8.8E-3
650	3.2E-4	1.3E+0	1.8E+2	5.6E-1	5.9E-1	3.4E-4	8.8E-3
660	3.2E-4	1.3E+0	1.8E+2	5.6E-1	6.1E-1	3.5E-4	8.8E-3
670	3.2E-4	1.3E+0	1.8E+2	5.6E-1	6.3E-1	3.5E-4	8.8E-3
680	3.2E-4	1.3E+0	1.9E+2	5.6E-1	6.4E-1	3.5E-4	8.8E-3
690	3.2E-4	1.3E+0	1.9E+2	5.6E-1	6.6E-1	3.5E-4	8.9E-3
700	3.2E-4	1.3E+0	1.9E+2	5.6E-1	6.7E-1	3.5E-4	8.9E-3
710	3.2E-4	1.3E+0	1.9E+2	5.6E-1	6.9E-1	3.5E-4	8.9E-3
720	3.2E-4	1.3E+0	1.9E+2	5.6E-1	7.0E-1	3.5E-4	8.9E-3
730	3.3E-4	1.3E+0	2.0E+2	5.6E-1	7.1E-1	3.5E-4	8.9E-3
740	3.3E-4	1.3E+0	2.0E+2	5.6E-1	7.3E-1	3.5E-4	8.9E-3
750	3.3E-4	1.3E+0	2.0E+2	5.6E-1	7.4E-1	3.5E-4	8.9E-3
760	3.3E-4	1.3E+0	2.0E+2	5.6E-1	7.5E-1	3.5E-4	9.0E-3
770	3.3E-4	1.4E+0	2.0E+2	5.6E-1	7.5E-1	3.6E-4	9.0E-3
780	3.3E-4	1.4E+0	2.0E+2	5.6E-1	7.6E-1	3.6E-4	9.0E-3
790	3.3E-4	1.4E+0	2.0E+2	5.6E-1	7.7E-1	3.6E-4	9.0E-3
800	3.3E-4	1.4E+0	2.0E+2	5.6E-1	7.8E-1	3.6E-4	9.0E-3
810	3.3E-4	1.4E+0	2.1E+2	5.6E-1	7.9E-1	3.6E-4	9.0E-3
820	3.3E-4	1.4E+0	2.1E+2	5.7E-1	7.9E-1	3.6E-4	9.0E-3
830	3.3E-4	1.4E+0	2.1E+2	5.7E-1	8.0E-1	3.6E-4	9.1E-3
840	3.3E-4	1.4E+0	2.1E+2	5.7E-1	8.0E-1	3.6E-4	9.1E-3
850	3.4E-4	1.4E+0	2.1E+2	5.7E-1	8.1E-1	3.6E-4	9.1E-3
860	3.4E-4	1.4E+0	2.1E+2	5.7E-1	8.1E-1	3.6E-4	9.1E-3
870	3.4E-4	1.4E+0	2.1E+2	5.7E-1	8.1E-1	3.6E-4	9.1E-3
880	3.4E-4	1.4E+0	2.1E+2	5.7E-1	8.2E-1	3.7E-4	9.1E-3
890	3.4E-4	1.4E+0	2.1E+2	5.7E-1	8.2E-1	3.7E-4	9.1E-3
900	3.4E-4	1.4E+0	2.2E+2	5.7E-1	8.3E-1	3.7E-4	9.2E-3
910	3.4E-4	1.4E+0	2.2E+2	5.7E-1	8.3E-1	3.7E-4	9.2E-3
920	3.4E-4	1.4E+0	2.2E+2	5.7E-1	8.3E-1	3.7E-4	9.2E-3
930	3.4E-4	1.5E+0	2.2E+2	5.7E-1	8.3E-1	3.7E-4	9.2E-3
940	3.4E-4	1.5E+0	2.2E+2	5.7E-1	8.4E-1	3.7E-4	9.2E-3
950	3.4E-4	1.5E+0	2.2E+2	5.7E-1	8.4E-1	3.7E-4	9.2E-3
960	3.4E-4	1.5E+0	2.2E+2	5.7E-1	8.4E-1	3.7E-4	9.2E-3
970	3.4E-4	1.5E+0	2.2E+2	5.7E-1	8.4E-1	3.7E-4	9.3E-3
980	3.5E-4	1.5E+0	2.2E+2	5.7E-1	8.4E-1	3.7E-4	9.3E-3
990	3.5E-4	1.5E+0	2.2E+2	5.7E-1	8.4E-1	3.8E-4	9.3E-3
1000	3.5E-4	1.5E+0	2.3E+2	5.7E-1	8.5E-1	3.8E-4	9.3E-3
1010	3.5E-4	1.5E+0	2.3E+2	5.7E-1	8.5E-1	3.8E-4	9.3E-3
1020	3.5E-4	1.5E+0	2.3E+2	5.7E-1	8.5E-1	3.8E-4	9.3E-3
1030	3.5E-4	1.5E+0	2.3E+2	5.7E-1	8.5E-1	3.8E-4	9.4E-3
1040	3.5E-4	1.5E+0	2.3E+2	5.7E-1	8.5E-1	3.8E-4	9.4E-3
1050	3.5E-4	1.5E+0	2.3E+2	5.7E-1	8.5E-1	3.8E-4	9.4E-3
1060	3.5E-4	1.5E+0	2.3E+2	5.7E-1	8.5E-1	3.8E-4	9.4E-3
1070	3.5E-4	1.5E+0	2.3E+2	5.7E-1	8.5E-1	3.8E-4	9.4E-3
1080	3.5E-4	1.5E+0	2.3E+2	5.7E-1	8.5E-1	3.8E-4	9.4E-3
1090	3.5E-4	1.6E+0	2.3E+2	5.7E-1	8.5E-1	3.9E-4	9.4E-3
1095	3.6E-4	1.6E+0	2.3E+2	5.7E-1	8.5E-1	3.9E-4	9.4E-3
1100	3.6E-4	1.6E+0	2.3E+2	5.7E-1	8.5E-1	3.9E-4	9.5E-3
1200	3.6E-4	1.6E+0	2.4E+2	5.7E-1	8.6E-1	4.0E-4	9.6E-3
1300	3.7E-4	1.7E+0	2.5E+2	5.8E-1	8.6E-1	4.0E-4	9.8E-3
1400	3.8E-4	1.8E+0	2.6E+2	5.8E-1	8.7E-1	4.1E-4	9.9E-3
1500	3.9E-4	1.8E+0	2.8E+2	5.8E-1	8.7E-1	4.2E-4	1.0E-2
1600	4.0E-4	1.9E+0	2.9E+2	5.8E-1	8.7E-1	4.3E-4	1.0E-2
1700	4.1E-4	2.0E+0	3.0E+2	5.8E-1	8.8E-1	4.4E-4	1.0E-2
1800	4.1E-4	2.1E+0	3.1E+2	5.8E-1	8.8E-1	4.5E-4	1.1E-2
1900	4.2E-4	2.1E+0	3.2E+2	5.9E-1	8.8E-1	4.6E-4	1.1E-2
2000	4.3E-4	2.2E+0	3.3E+2	5.9E-1	8.8E-1	4.7E-4	1.1E-2
2100	4.4E-4	2.3E+0	3.5E+2	5.9E-1	8.9E-1	4.8E-4	1.1E-2
2200	4.5E-4	2.4E+0	3.6E+2	5.9E-1	8.9E-1	4.9E-4	1.1E-2
2300	4.6E-4	2.5E+0	3.7E+2	5.9E-1	8.9E-1	5.0E-4	1.1E-2
2400	4.7E-4	2.6E+0	3.9E+2	6.0E-1	9.0E-1	5.1E-4	1.2E-2
2500	4.7E-4	2.7E+0	4.0E+2	6.0E-1	9.0E-1	5.2E-4	1.2E-2
2600	4.8E-4	2.8E+0	4.2E+2	6.0E-1	9.0E-1	5.3E-4	1.2E-2
2700	4.9E-4	2.9E+0	4.3E+2	6.0E-1	9.0E-1	5.4E-4	1.2E-2
2800	5.0E-4	3.0E+0	4.5E+2	6.0E-1	9.1E-1	5.5E-4	1.2E-2
2900	5.1E-4	3.1E+0	4.6E+2	6.0E-1	9.1E-1	5.6E-4	1.3E-2
3000	5.2E-4	3.2E+0	4.8E+2	6.0E-1	9.1E-1	5.7E-4	1.3E-2
3100	5.3E-4	3.3E+0	4.9E+2	6.1E-1	9.1E-1	5.8E-4	1.3E-2
3200	5.3E-4	3.4E+0	5.1E+2	6.1E-1	9.2E-1	5.9E-4	1.3E-2
3300	5.4E-4	3.5E+0	5.3E+2	6.1E-1	9.2E-1	6.0E-4	1.3E-2
3400	5.5E-4	3.6E+0	5.5E+2	6.1E-1	9.2E-1	6.1E-4	1.4E-2
3500	5.6E-4	3.8E+0	5.7E+2	6.1E-1	9.2E-1	6.2E-4	1.4E-2
3600	5.7E-4	3.9E+0	5.8E+2	6.1E-1	9.3E-1	6.3E-4	1.4E-2
3650	5.7E-4	3.9E+0	5.9E+2	6.1E-1	9.3E-1	6.3E-4	1.4E-2
4000	6.0E-4	4.4E+0	6.6E+2	6.2E-1	9.3E-1	6.6E-4	1.5E-2
5000	6.8E-4	5.9E+0	8.8E+2	6.3E-1	9.6E-1	7.6E-4	1.7E-2
6000	7.6E-4	7.5E+0	1.1E+3	6.5E-1	9.8E-1	8.5E-4	2.0E-2
7000	8.4E-4	9.3E+0	1.4E+3	6.6E-1	1.0E+0	9.3E-4	2.3E-2
8000	9.2E-4	1.1E+1	1.7E+3	6.7E-1	1.0E+0	1.0E-3	2.6E-2
9000	9.9E-4	1.3E+1	2.0E+3	6.9E-1	1.0E+0	1.1E-3	3.0E-2
10000	1.1E-3	1.5E+1	2.2E+3	7.0E-1	1.1E+0	1.2E-3	3.3E-2
11000	1.1E-3	1.7E+1	2.5E+3	7.1E-1	1.1E+0	1.3E-3	3.7E-2
12000	1.2E-3	1.9E+1	2.8E+3	7.3E-1	1.1E+0	1.4E-3	4.2E-2
13000	1.3E-3	2.0E+1	3.1E+3	7.4E-1	1.1E+0	1.5E-3	4.6E-2
14000	1.4E-3	2.2E+1	3.4E+3	7.5E-1	1.1E+0	1.6E-3	5.0E-2
15000	1.5E-3	2.4E+1	3.7E+3	7.7E-1	1.2E+0	1.7E-3	5.5E-2
16000	1.6E-3	2.6E+1	4.0E+3	7.8E-1	1.2E+0	1.8E-3	5.9E-2
17000	1.7E-3	2.9E+1	4.3E+3	8.0E-1	1.2E+0	1.9E-3	6.4E-2
18000	1.8E-3	3.1E+1	4.6E+3	8.1E-1	1.2E+0	2.0E-3	6.8E-2
18250	1.8E-3	3.1E+1	4.7E+3	8.2E-1	1.2E+0	2.1E-3	6.9E-2
Radionuclide	U-238
Route of Intake	Inhalation
Material	Aerosols Intermediate Type F/M: Uranyl nitrate, uranium peroxide hydrate, ammonium diuranate, uranium trioxide, fA=1.6E-2
AMTD/AMAD, µm	0.003

Committed Effective Dose per Predicted Content in an Organ or Excreta Sample (Dose per Content Functions z(t)), Sv/Bq
Time, days	Whole Body (Th-234)	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract* (Th-234)	Lungs* (Th-234)	Skeleton* (Th-234)	Liver* (Th-234)
0.041667	2.9E-3	-	-	1.4E-2	6.5E-3	1.8E+0	2.1E+0
0.083333	1.5E-3	-	-	5.7E-3	3.5E-3	4.1E-1	6.4E-1
0.125	9.9E-4	-	-	3.4E-3	2.5E-3	1.7E-1	3.3E-1
0.25	5.1E-4	-	-	1.4E-3	1.4E-3	3.9E-2	1.1E-1
0.375	3.5E-4	-	-	8.3E-4	1.1E-3	1.7E-2	5.9E-2
0.5	2.7E-4	-	-	5.9E-4	9.0E-4	9.4E-3	3.9E-2
0.625	2.3E-4	-	-	4.6E-4	8.0E-4	6.1E-3	2.9E-2
0.75	1.9E-4	-	-	3.8E-4	7.4E-4	4.3E-3	2.3E-2
0.875	1.7E-4	-	-	3.3E-4	7.0E-4	3.2E-3	1.9E-2
1	1.6E-4	2.8E-5	4.9E-5	2.9E-4	6.7E-4	2.5E-3	1.6E-2
1.125	1.5E-4	-	-	2.7E-4	6.5E-4	2.1E-3	1.4E-2
1.25	1.4E-4	-	-	2.6E-4	6.4E-4	1.7E-3	1.3E-2
1.375	1.4E-4	-	-	2.5E-4	6.3E-4	1.5E-3	1.2E-2
1.5	1.3E-4	-	-	2.5E-4	6.3E-4	1.3E-3	1.1E-2
1.625	1.3E-4	-	-	2.5E-4	6.3E-4	1.2E-3	9.9E-3
1.75	1.3E-4	-	-	2.5E-4	6.3E-4	1.1E-3	9.2E-3
1.875	1.3E-4	-	-	2.6E-4	6.2E-4	9.6E-4	8.7E-3
2	1.3E-4	6.2E-5	1.5E-5	2.7E-4	6.2E-4	8.8E-4	8.2E-3
2.25	1.3E-4	-	-	3.0E-4	6.3E-4	7.6E-4	7.4E-3
2.5	1.3E-4	-	-	3.4E-4	6.3E-4	6.8E-4	6.8E-3
2.75	1.3E-4	-	-	3.9E-4	6.2E-4	6.1E-4	6.3E-3
3	1.4E-4	1.6E-4	2.3E-5	4.6E-4	6.2E-4	5.6E-4	5.9E-3
3.25	1.4E-4	-	-	5.5E-4	6.2E-4	5.1E-4	5.6E-3
3.5	1.4E-4	-	-	6.6E-4	6.1E-4	4.8E-4	5.3E-3
3.75	1.4E-4	-	-	7.9E-4	6.0E-4	4.5E-4	5.0E-3
4	1.4E-4	3.1E-4	5.5E-5	9.4E-4	6.0E-4	4.2E-4	4.8E-3
4.25	1.4E-4	-	-	1.1E-3	5.9E-4	4.0E-4	4.6E-3
4.5	1.4E-4	-	-	1.3E-3	5.8E-4	3.9E-4	4.4E-3
4.75	1.4E-4	-	-	1.5E-3	5.7E-4	3.7E-4	4.3E-3
5	1.4E-4	4.9E-4	1.5E-4	1.7E-3	5.7E-4	3.5E-4	4.1E-3
5.5	1.3E-4	-	-	2.1E-3	5.5E-4	3.3E-4	3.9E-3
6	1.3E-4	6.3E-4	3.6E-4	2.4E-3	5.4E-4	3.1E-4	3.6E-3
6.5	1.2E-4	-	-	2.6E-3	5.3E-4	2.9E-4	3.5E-3
7	1.2E-4	7.5E-4	6.5E-4	2.8E-3	5.1E-4	2.8E-4	3.3E-3
7.5	1.2E-4	-	-	3.0E-3	5.0E-4	2.7E-4	3.2E-3
8	1.1E-4	8.4E-4	9.3E-4	3.2E-3	5.0E-4	2.5E-4	3.1E-3
8.5	1.1E-4	-	-	3.4E-3	4.9E-4	2.4E-4	3.0E-3
9	1.1E-4	9.2E-4	1.2E-3	3.6E-3	4.8E-4	2.4E-4	2.9E-3
9.5	1.1E-4	-	-	3.8E-3	4.7E-4	2.3E-4	2.8E-3
10	1.0E-4	1.0E-3	1.5E-3	4.0E-3	4.7E-4	2.2E-4	2.7E-3
11	1.0E-4	1.1E-3	1.9E-3	4.4E-3	4.6E-4	2.1E-4	2.6E-3
12	9.7E-5	1.2E-3	2.3E-3	5.0E-3	4.4E-4	2.0E-4	2.5E-3
13	9.4E-5	1.3E-3	2.8E-3	5.6E-3	4.3E-4	1.9E-4	2.4E-3
14	9.2E-5	1.4E-3	3.4E-3	6.3E-3	4.3E-4	1.8E-4	2.4E-3
15	9.0E-5	1.5E-3	4.2E-3	7.1E-3	4.2E-4	1.8E-4	2.3E-3
16	8.8E-5	1.6E-3	5.1E-3	8.0E-3	4.1E-4	1.7E-4	2.3E-3
17	8.6E-5	1.7E-3	6.2E-3	9.0E-3	4.0E-4	1.7E-4	2.2E-3
18	8.5E-5	1.8E-3	7.5E-3	1.0E-2	3.9E-4	1.6E-4	2.2E-3
19	8.4E-5	2.0E-3	9.0E-3	1.1E-2	3.9E-4	1.6E-4	2.2E-3
20	8.3E-5	2.1E-3	1.1E-2	1.3E-2	3.8E-4	1.5E-4	2.1E-3
21	8.2E-5	2.2E-3	1.3E-2	1.4E-2	3.7E-4	1.5E-4	2.1E-3
22	8.1E-5	2.4E-3	1.5E-2	1.5E-2	3.7E-4	1.5E-4	2.1E-3
23	8.0E-5	2.5E-3	1.8E-2	1.7E-2	3.6E-4	1.4E-4	2.1E-3
24	7.9E-5	2.7E-3	2.1E-2	1.8E-2	3.6E-4	1.4E-4	2.1E-3
25	7.9E-5	2.8E-3	2.5E-2	1.9E-2	3.5E-4	1.4E-4	2.1E-3
26	7.8E-5	3.0E-3	2.9E-2	2.1E-2	3.5E-4	1.4E-4	2.1E-3
27	7.8E-5	3.2E-3	3.3E-2	2.2E-2	3.4E-4	1.4E-4	2.1E-3
28	7.7E-5	3.3E-3	3.8E-2	2.3E-2	3.4E-4	1.3E-4	2.1E-3
29	7.7E-5	3.5E-3	4.3E-2	2.4E-2	3.4E-4	1.3E-4	2.1E-3
30	7.7E-5	3.7E-3	4.8E-2	2.5E-2	3.4E-4	1.3E-4	2.1E-3
31	7.6E-5	3.8E-3	5.3E-2	2.6E-2	3.3E-4	1.3E-4	2.1E-3
32	7.6E-5	4.0E-3	5.8E-2	2.7E-2	3.3E-4	1.3E-4	2.1E-3
33	7.6E-5	4.2E-3	6.2E-2	2.8E-2	3.3E-4	1.3E-4	2.1E-3
34	7.6E-5	4.4E-3	6.7E-2	2.9E-2	3.3E-4	1.3E-4	2.1E-3
35	7.5E-5	4.5E-3	7.2E-2	2.9E-2	3.3E-4	1.3E-4	2.1E-3
36	7.5E-5	4.7E-3	7.6E-2	3.0E-2	3.2E-4	1.2E-4	2.1E-3
37	7.5E-5	4.9E-3	8.0E-2	3.0E-2	3.2E-4	1.2E-4	2.2E-3
38	7.5E-5	5.1E-3	8.4E-2	3.1E-2	3.2E-4	1.2E-4	2.2E-3
39	7.5E-5	5.3E-3	8.8E-2	3.1E-2	3.2E-4	1.2E-4	2.2E-3
40	7.5E-5	5.5E-3	9.1E-2	3.2E-2	3.2E-4	1.2E-4	2.2E-3
41	7.5E-5	5.6E-3	9.4E-2	3.2E-2	3.2E-4	1.2E-4	2.2E-3
42	7.5E-5	5.8E-3	9.7E-2	3.3E-2	3.2E-4	1.2E-4	2.2E-3
43	7.5E-5	6.0E-3	1.0E-1	3.3E-2	3.2E-4	1.2E-4	2.3E-3
44	7.5E-5	6.2E-3	1.0E-1	3.3E-2	3.2E-4	1.2E-4	2.3E-3
45	7.5E-5	6.4E-3	1.0E-1	3.4E-2	3.2E-4	1.2E-4	2.3E-3
46	7.5E-5	6.6E-3	1.1E-1	3.4E-2	3.2E-4	1.2E-4	2.3E-3
47	7.5E-5	6.8E-3	1.1E-1	3.4E-2	3.2E-4	1.2E-4	2.3E-3
48	7.6E-5	7.0E-3	1.1E-1	3.5E-2	3.2E-4	1.2E-4	2.3E-3
49	7.6E-5	7.1E-3	1.1E-1	3.5E-2	3.2E-4	1.2E-4	2.4E-3
50	7.6E-5	7.3E-3	1.2E-1	3.5E-2	3.2E-4	1.2E-4	2.4E-3
51	7.6E-5	7.5E-3	1.2E-1	3.6E-2	3.3E-4	1.2E-4	2.4E-3
52	7.6E-5	7.7E-3	1.2E-1	3.6E-2	3.3E-4	1.2E-4	2.4E-3
53	7.6E-5	7.9E-3	1.2E-1	3.7E-2	3.3E-4	1.2E-4	2.4E-3
54	7.7E-5	8.1E-3	1.2E-1	3.7E-2	3.3E-4	1.2E-4	2.5E-3
55	7.7E-5	8.3E-3	1.2E-1	3.7E-2	3.3E-4	1.2E-4	2.5E-3
56	7.7E-5	8.5E-3	1.3E-1	3.8E-2	3.3E-4	1.2E-4	2.5E-3
57	7.7E-5	8.7E-3	1.3E-1	3.8E-2	3.3E-4	1.2E-4	2.5E-3
58	7.8E-5	8.9E-3	1.3E-1	3.8E-2	3.4E-4	1.2E-4	2.6E-3
59	7.8E-5	9.0E-3	1.3E-1	3.9E-2	3.4E-4	1.2E-4	2.6E-3
60	7.8E-5	9.2E-3	1.3E-1	3.9E-2	3.4E-4	1.2E-4	2.6E-3
61	7.8E-5	9.4E-3	1.4E-1	3.9E-2	3.4E-4	1.2E-4	2.6E-3
62	7.9E-5	9.6E-3	1.4E-1	4.0E-2	3.4E-4	1.2E-4	2.6E-3
63	7.9E-5	9.8E-3	1.4E-1	4.0E-2	3.5E-4	1.2E-4	2.7E-3
64	7.9E-5	1.0E-2	1.4E-1	4.1E-2	3.5E-4	1.2E-4	2.7E-3
65	8.0E-5	1.0E-2	1.4E-1	4.1E-2	3.5E-4	1.2E-4	2.7E-3
66	8.0E-5	1.0E-2	1.5E-1	4.1E-2	3.5E-4	1.2E-4	2.7E-3
67	8.0E-5	1.1E-2	1.5E-1	4.2E-2	3.6E-4	1.2E-4	2.8E-3
68	8.1E-5	1.1E-2	1.5E-1	4.2E-2	3.6E-4	1.2E-4	2.8E-3
69	8.1E-5	1.1E-2	1.5E-1	4.3E-2	3.6E-4	1.2E-4	2.8E-3
70	8.1E-5	1.1E-2	1.5E-1	4.3E-2	3.6E-4	1.2E-4	2.8E-3
71	8.2E-5	1.1E-2	1.6E-1	4.4E-2	3.7E-4	1.2E-4	2.9E-3
72	8.2E-5	1.2E-2	1.6E-1	4.4E-2	3.7E-4	1.2E-4	2.9E-3
73	8.3E-5	1.2E-2	1.6E-1	4.5E-2	3.7E-4	1.2E-4	2.9E-3
74	8.3E-5	1.2E-2	1.6E-1	4.5E-2	3.7E-4	1.2E-4	2.9E-3
75	8.3E-5	1.2E-2	1.6E-1	4.6E-2	3.8E-4	1.2E-4	3.0E-3
76	8.4E-5	1.2E-2	1.7E-1	4.6E-2	3.8E-4	1.2E-4	3.0E-3
77	8.4E-5	1.3E-2	1.7E-1	4.7E-2	3.8E-4	1.2E-4	3.0E-3
78	8.5E-5	1.3E-2	1.7E-1	4.7E-2	3.9E-4	1.2E-4	3.0E-3
79	8.5E-5	1.3E-2	1.7E-1	4.8E-2	3.9E-4	1.2E-4	3.1E-3
80	8.6E-5	1.3E-2	1.7E-1	4.8E-2	3.9E-4	1.2E-4	3.1E-3
81	8.6E-5	1.4E-2	1.8E-1	4.9E-2	4.0E-4	1.2E-4	3.1E-3
82	8.6E-5	1.4E-2	1.8E-1	4.9E-2	4.0E-4	1.2E-4	3.2E-3
83	8.7E-5	1.4E-2	1.8E-1	5.0E-2	4.0E-4	1.3E-4	3.2E-3
84	8.7E-5	1.4E-2	1.8E-1	5.0E-2	4.1E-4	1.3E-4	3.2E-3
85	8.8E-5	1.4E-2	1.9E-1	5.1E-2	4.1E-4	1.3E-4	3.2E-3
86	8.8E-5	1.5E-2	1.9E-1	5.1E-2	4.2E-4	1.3E-4	3.3E-3
87	8.9E-5	1.5E-2	1.9E-1	5.2E-2	4.2E-4	1.3E-4	3.3E-3
88	8.9E-5	1.5E-2	1.9E-1	5.2E-2	4.2E-4	1.3E-4	3.3E-3
89	9.0E-5	1.5E-2	2.0E-1	5.3E-2	4.3E-4	1.3E-4	3.3E-3
90	9.0E-5	1.6E-2	2.0E-1	5.4E-2	4.3E-4	1.3E-4	3.4E-3
91	9.1E-5	1.6E-2	2.0E-1	5.4E-2	4.4E-4	1.3E-4	3.4E-3
92	9.1E-5	1.6E-2	2.0E-1	5.5E-2	4.4E-4	1.3E-4	3.4E-3
